OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
USGS-CA,USGS California Water Science Center,USGS-11182500,SAN RAMON C A SAN RAMON CA,Stream,,18050001,5.89,sq mi,,,37.77298300000000,-121.9946825000000,,5,seconds,Interpolated from MAP.,NAD83,530,feet,20,feet,Interpolated from topographic map.,NGVD29,US,06,013,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11185185,SUISUN BAY A MALLARD IS CA,Stream,,18050001,,,,,38.04269787000000,-121.9202374000000,24000,1,seconds,Interpolated from MAP.,NAD83,0,feet,5,feet,Interpolated from topographic map.,NGVD29,US,06,013,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11203580,SF TULE R NR CHOLOLLO CAMPGROUND NR PORTERVILLE CA,Stream,,18030006,20.1,sq mi,,,36.04828125000000,-118.6542556000000,24000,1,seconds,Interpolated from MAP.,NAD83,3700,feet,20,feet,Interpolated from topographic map.,NGVD29,US,06,107,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11206820,MARBLE FORK KAWEAH R AB HORSE C NR LODGEPOLE CA,Stream,,18030007,8.4,sq mi,,,36.61166667000000,-118.7016667000000,24000,Unknown,Unknown,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,7160,feet,20,feet,Interpolated from topographic map.,NGVD29,US,06,107,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11254000,SAN JOAQUIN R NR MENDOTA CA,Stream,,18040001,3940,sq mi,,,36.81050460000000,-120.3782256000000,24000,1,seconds,Interpolated from MAP.,NAD83,140.53,feet,.01,feet,Level or other surveyed method.,NGVD29,US,06,019,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11261100,SALT SLOUGH A HWY 165 NR STEVINSON CA,Stream,,18040001,,,,,37.24771864000000,-120.8521446000000,,1,seconds,Interpolated from MAP.,NAD83,75.11,feet,.01,feet,Level or other surveyed method.,NGVD29,US,06,047,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11261500,SAN JOAQUIN R A FREMONT FORD BRIDGE CA,Stream,,18040001,7615,sq mi,,,37.30993860000000,-120.9310369000000,24000,1,seconds,Interpolated from MAP.,NAD83,72.37,feet,.10,feet,Level or other surveyed method.,NAVD88,US,06,047,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11262900,MUD SLOUGH NR GUSTINE CA,Stream,,18040001,,,,,37.26244000000000,-120.9065908000000,,1,seconds,Interpolated from MAP.,NAD83,25,feet,10,feet,Interpolated from topographic map.,NGVD29,US,06,047,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11264500,MERCED R A HAPPY ISLES BRIDGE NR YOSEMITE CA,Stream,,18040008,181,sq mi,,,37.73131496000000,-119.5590514000000,24000,1,seconds,Interpolated from MAP.,NAD83,4030,feet,20,feet,Interpolated from topographic map.,NGVD29,US,06,043,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11273400,SAN JOAQUIN R AB MERCED R NR NEWMAN CA,Stream,,18040001,7949,sq mi,,,37.34721510000000,-120.9761777000000,24000,5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,60,feet,2.5,feet,Interpolated from topographic map.,NGVD29,US,06,099,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11274538,ORESTIMBA CR AT RIVER RD NR CROWS LANDING CA,Stream,,18040002,,,,,37.41354657000000,-121.0160412000000,24000,1,seconds,Interpolated from MAP.,NAD83,65,feet,2.5,feet,Interpolated from topographic map.,NGVD29,US,06,099,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11274790,TUOLUMNE R A GRAND CYN OF TUOLUMNE AB HETCH HETCHY,Stream,,18040009,301,sq mi,,,37.91658840000000,-119.6598938000000,24000,1,seconds,Interpolated from MAP.,NAD83,3830,feet,20,feet,Interpolated from topographic map.,NGVD29,US,06,109,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11285500,TUOLUMNE R A WARDS FERRY BR NR GROVELAND CA,Stream,,18040009,1267,sq mi,,,37.87833330000000,-120.2947222000000,24000,1,seconds,Interpolated from MAP.,NAD83,760,feet,25,feet,Interpolated from topographic map.,NGVD29,US,06,109,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11290000,TUOLUMNE R A MODESTO CA,Stream,,18040009,1884,sq mi,,,37.62715300000000,-120.9843777000000,24000,.1,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,60,feet,2.5,feet,Interpolated from topographic map.,NGVD29,US,06,099,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11303000,STANISLAUS R A RIPON CA,Stream,,18040010,1075,sq mi,,,37.72965078000000,-121.1104934000000,24000,1,seconds,Interpolated from MAP.,NAD83,0.72,feet,.01,feet,Level or other surveyed method.,NGVD29,US,06,099,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11303500,SAN JOAQUIN R NR VERNALIS CA,Stream,,18040003,13539,sq mi,,,37.67604060000000,-121.2663293000000,24000,1,seconds,Interpolated from MAP.,NAD83,25,feet,2.5,feet,Interpolated from topographic map.,NGVD29,US,06,077,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11304810,SAN JOAQUIN R BL GARWOOD BRIDGE A STOCKTON CA,Stream,,18040003,,,,,37.93547987000000,-121.3302245000000,24000,1,seconds,Interpolated from MAP.,NAD83,0,feet,0.1,feet,Level or other surveyed method.,NAVD88,US,06,077,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11311150,STOCKTON SHIP CHANNEL A LIGHT 40 CA,Stream,,18040003,,,,,37.97770100000000,-121.3843930000000,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,06,077,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11311300,TURNER CUT NR HOLT CA,Stream,,18040003,,,,,37.99250000000000,-121.4538889000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,06,077,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11312672,VICTORIA CANAL NR BYRON CA,Stream: Canal,,18040003,,,,,37.87083330000000,-121.5300000000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,06,077,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11312674,MIDDLE R A BORDEN HWY NR TRACY CA,Stream,,18040003,,,,,37.89159208000000,-121.4899492000000,24000,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,06,077,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11312676,MIDDLE R AT MIDDLE RIVER CA,Stream,,18040003,,,,,37.94270170000000,-121.5341175000000,24000,1,seconds,Interpolated from MAP.,NAD83,0,feet,0.1,feet,Level or other surveyed method.,NAVD88,US,06,077,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11312677,COMBINED FLOW OF 11313405 and 11312676 CA,Stream,,18040003,,,,,37.94270170000000,-121.5341175000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,06,077,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11312685,MIDDLE R NR HOLT CA,Stream,,18040003,,,,,38.00305556000000,-121.5108333000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,06,077,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11313250,OLD R A CLIFTON COURT FERRY CA,Stream,,18040003,,,,,37.82437145000000,-121.5524492000000,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,06,077,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11313300,ITALIAN SLOUGH A MOUTH NR BYRON CA,Stream,,18040003,,,,,37.85992595000000,-121.5810614000000,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,06,013,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11313315,OLD RIVER NEAR BYRON CA,Stream,,18040003,,,,,37.89103627000000,-121.5702283000000,24000,1,seconds,Interpolated from MAP.,NAD83,0,feet,0.1,feet,Level or other surveyed method.,NAVD88,US,06,013,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11313325,OLD R A INDIAN SLOUGH CA,Stream,,18040003,,,,,37.91436900000000,-121.5655064000000,24000,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,06,013,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11313405,OLD R A BACON ISLAND CA,Stream,,18040003,,,,,37.96992306000000,-121.5721740000000,24000,1,seconds,Interpolated from MAP.,NAD83,0,feet,0.1,feet,Level or other surveyed method.,NAVD88,US,06,077,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11313431,HOLLAND CUT NR BETHEL ISLAND CA,Stream,,18040003,,,,,38.01638889000000,-121.5819444000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,06,013,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11313452,OLD R A FRANKS TRACT NR TERMINOUS CA,Stream,,18040003,,,,,38.07111110000000,-121.5788889000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,06,013,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11313460,SAN JOAQUIN R A PRISONERS PT NR TERMINOUS CA,Stream,,18040003,,,,,38.05944444000000,-121.5572222000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,06,077,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11336680,S MOKELUMNE R A NEW HOPE BR NR WALNUT GROVE CA,Stream,,18040012,,,,,38.22555556000000,-121.4911110000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,0,feet,0.1,feet,Level or other surveyed method.,NAVD88,US,06,077,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11336685,N MOKELUMNE NR WALNUT GROVE CA,Stream,,18040012,,,,,38.22333330000000,-121.5072222000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,,,,,,,US,06,067,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11336790,LITTLE POTATO SLOUGH A TERMINOUS CA,Stream,,18040012,,,,,38.09638889000000,-121.4961110000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,06,077,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11336800,LITTLE POTATO SLOUGH NR TERMINOUS CA,Stream,,18040012,,,,,38.11436339000000,-121.4971742000000,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,06,077,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11336930,MOKELUMNE R A ANDRUS ISLAND NR TERMINOUS CA,Stream,,18040012,,,,,38.10611110000000,-121.5711110000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,06,067,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11337080,THREEMILE SLOUGH NR RIO VISTA CA,Stream,,18020163,,,,,38.10333330000000,-121.6861110000000,24000,1,seconds,Interpolated from MAP.,NAD83,0,feet,0.1,feet,Level or other surveyed method.,NAVD88,US,06,067,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11337190,SAN JOAQUIN R A JERSEY POINT CA,Stream,,18040003,,,,,38.05214240000000,-121.6888428000000,24000,1,seconds,Interpolated from MAP.,NAD83,0,feet,0.1,feet,Level or other surveyed method.,NAVD88,US,06,013,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11425500,SACRAMENTO R A VERONA CA,Stream,,18020161,21251,sq mi,,,38.77434584000000,-121.5982928000000,,5,seconds,Interpolated from MAP.,NAD83,-3.00,feet,2.5,feet,Interpolated from topographic map.,NGVD29,US,06,101,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11447540,SACRAMENTO R A PIER A WEST SACRAMENTO CA,Stream,,18020163,,,,,38.56831667000000,-121.5205694000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,13,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,113,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11447650,SACRAMENTO R A FREEPORT CA,Stream,,18020163,,,,,38.45601954000000,-121.5013437000000,24000,1,seconds,Interpolated from MAP.,NAD83,8,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,067,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11447800,SACRAMENTO R A SNODGRASS SLOUGH NR HOOD CA,Stream,,18040012,,,,,38.34991158000000,-121.5327322000000,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,06,067,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11447810,SACRAMENTO R A GREENS LANDING CA,Stream,,18020163,,,,,38.34574500000000,-121.5460657000000,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,06,067,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11447830,SUTTER SLOUGH A COURTLAND CA,Stream,,18020163,,,,,38.32916667000000,-121.5791667000000,24000,1,seconds,Interpolated from MAP.,NAD83,0,feet,0.1,feet,Level or other surveyed method.,NAVD88,US,06,067,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11447890,SACRAMENTO R AB DELTA CROSS CHANNEL CA,Stream,,18020163,,,,,38.25769218000000,-121.5182865000000,24000,1,seconds,Interpolated from MAP.,NAD83,0,feet,0.1,feet,Level or other surveyed method.,NAVD88,US,06,067,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11447903,GEORGIANA SLOUGH NR SACRAMENTO R,Stream,,18040012,,,,,38.23722220000000,-121.5175000000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,0,feet,0.1,feet,Level or other surveyed method.,NAVD88,US,06,067,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11447905,SACRAMENTO R BL GEORGIANA SLOUGH CA,Stream,,18020163,,,,,38.23880385000000,-121.5227309000000,24000,1,seconds,Interpolated from MAP.,NAD83,0,feet,0.1,feet,Level or other surveyed method.,NAVD88,US,06,067,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11451800,CACHE C A RUMSEY CA,Stream,,18020116,964,sq mi,,,38.88989880000000,-122.2383082000000,24000,1,seconds,Interpolated from MAP.,NAD83,405.69,feet,.1,feet,Level or other surveyed method.,NAVD88,US,06,113,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11452500,CACHE C A YOLO CA,Stream,,18020116,1139,sq mi,,,38.72712600000000,-121.8071874000000,,5,seconds,Interpolated from MAP.,NAD83,52.27,feet,.01,feet,Level or other surveyed method.,NGVD29,US,06,113,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11452600,CACHE C INFLOW TO SETTLING BASIN NR YOLO CA,Stream,,18020116,,,,,38.72601499000000,-121.7299631000000,24000,1,seconds,Interpolated from MAP.,NAD83,60.95,feet,.01,feet,Level or other surveyed method.,NAVD88,US,06,113,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11452800,CACHE C OVERFLOW WEIR FROM SETTLING BAS NR WOOD'LD,Stream,,18020163,,,,,38.68268185000000,-121.6730164000000,24000,1,seconds,Interpolated from MAP.,NAD83,49.10,feet,.01,feet,Level or other surveyed method.,NAVD88,US,06,113,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11452900,CACHE C OUTFLOW FROM SETTLING BASIN NR WOODLAND CA,Stream,,18020163,,,,,38.67851526000000,-121.6727386000000,24000,1,seconds,Interpolated from MAP.,NAD83,50.02,feet,.01,feet,Level or other surveyed method.,NAVD88,US,06,113,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11453500,PUTAH C NR GUENOC CA,Stream,,18020162,113,sq mi,,,38.77879078000000,-122.5174807000000,24000,5,seconds,Interpolated from MAP.,NAD83,914.18,feet,.01,feet,Level or other surveyed method.,NGVD29,US,06,033,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11455140,TOE DRAIN A LIBERTY ISLAND NR COURTLAND CA,Stream,,18020163,,,,,38.34916667000000,-121.6447222000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,.16,feet,.1,feet,Differentially corrected Global Positioning System.,NAVD88,US,06,113,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11455143,LITTLE HOLLAND TRACT A NORTH BREACH NR COURTLAND C,Stream,,18020163,,,,,38.33541110000000,-121.6581860000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,-2.79,feet,.1,feet,Differentially corrected Global Positioning System.,NAVD88,US,06,113,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11455146,LIBERTY CUT A LITTLE HOLLAND TRACT NR COURTLAND CA,Stream,,18020163,,,,,38.32885000000000,-121.6675306000000,24000,1,seconds,Interpolated from MAP.,NAD83,-2.15,feet,.1,feet,Differentially corrected Global Positioning System.,NAVD88,US,06,113,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11455167,PROSPECT SLOUGH A TOE DRAIN NR COURTLAND CA,Stream,,18020163,,,,,38.29038610000000,-121.6622250000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,-.19,feet,.1,feet,Differentially corrected Global Positioning System.,NAVD88,US,06,095,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11455261,ULATIS C A BROWNS RD NR ELMIRA CA,Stream,,18020163,,,,,38.30657870000000,-121.7946815000000,,5,seconds,Interpolated from MAP.,NAD83,,,,,,,US,06,095,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11455268,ULATIS C NR ELMIRA CA,Stream,,18020163,,,,,38.29416667000000,-121.7597222000000,24000,1,seconds,Interpolated from MAP.,NAD83,,,,,,,US,06,095,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11455276,SHAG SLOUGH A LIBERTY ISLAND NR COURTLAND CA,Stream,,18020163,,,,,38.30785830000000,-121.6924278000000,24000,.5,seconds,Interpolated from MAP.,NAD83,0,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,095,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11455280,CACHE SLOUGH NR HASTINGS TRACT NR RIO VISTA CA,Stream,,18020163,,,,,38.27555556000000,-121.7091667000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,,,,,,,US,06,095,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11455315,CACHE SLOUGH A S LIBERTY ISLAND NR RIO VISTA CA,Stream,,18020163,,,,,38.24301110000000,-121.6842860000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,0,feet,5,feet,Interpolated from topographic map.,NAVD88,US,06,095,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11455350,CACHE SLOUGH A RYER ISLAND,Stream,,18020163,,,,,38.21277778000000,-121.6691667000000,24000,.5,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,0,feet,0.1,feet,Level or other surveyed method.,NAVD88,US,06,095,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11455385,CACHE SLOUGH AB RYER ISLAND FERRY NR RIO VISTA CA,Stream,,18020163,,,,,38.19395556000000,-121.6580028000000,24000,1,seconds,Interpolated from Digital MAP.,NAD83,2,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,095,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11455420,SACRAMENTO R A RIO VISTA CA,Stream,,18020163,,,,,38.14904444000000,-121.6889444000000,24000,1,seconds,Interpolated from MAP.,NAD83,0,feet,0.1,feet,Level or other surveyed method.,NAVD88,US,06,095,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11455478,SACRAMENTO R A DECKER ISLAND NR RIO VISTA CA,Stream,,18020163,,,,,38.09325200000000,-121.7371772000000,24000,1,seconds,Interpolated from MAP.,NAD83,0,feet,1.6,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,095,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11455508,SUISUN BAY A VAN SICKLE ISLAND NR PITTSBURG CA,Estuary,,18050001,,,,,38.04953056000000,-121.8875500000000,24000,.01,seconds,Mapping grade GPS unit (handheld accuracy range 12 to 40 ft),NAD83,0,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,095,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11455530,SIMMONS POINT A CHIPPS ISLAND NR HONKER BAY,Ocean: Coastal,,18050001,,,,,38.05222220000000,-121.9347222000000,24000,Unknown,Unknown,Unknown.,NAD83,0,feet,5,feet,Interpolated from topographic map.,NGVD29,US,06,095,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11455760,SUISUN BAY NR CONCORD NAVAL WEAPONS STATION,Stream,,18050001,,,,,38.06444444000000,-122.0619444000000,24000,Unknown,Unknown,Unknown.,NAD83,0,feet,10,feet,Interpolated from topographic map.,NGVD29,US,06,095,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11455780,SUISUN BAY A BENICIA BRIDGE NR BENICIA CA,Estuary,,18050001,,,,,38.04492057000000,-122.1266323000000,24000,1,seconds,Interpolated from MAP.,NAD83,10,feet,10,feet,Interpolated from topographic map.,NGVD29,US,06,095,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11456500,CONN C NR OAKVILLE CA,Stream,,18050002,55.4,sq mi,,,38.44727778000000,-122.3805556000000,24000,1,seconds,Interpolated from MAP.,NAD83,123,feet,4.3,feet,Interpolated from Digital Elevation Model,NAVD88,US,06,055,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11458300,NAPA C A NAPA,Stream,,18050002,14.9,sq mi,,,38.30185880000000,-122.3038634000000,24000,5,seconds,Interpolated from MAP.,NAD83,32.60,feet,.01,feet,Interpolated from topographic map.,NGVD29,US,06,055,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11458433,SONOMA CREEK A KENWOOD CA,Stream,,18050002,14.3,sq mi,,,38.41880040000000,-122.5627606000000,24000,1,seconds,Interpolated from MAP.,NAD83,420,feet,20,feet,Interpolated from topographic map.,NGVD29,US,06,097,,,,,,,,,NWIS
USGS-CA,USGS California Water Science Center,USGS-11458500,SONOMA C A AGUA CALIENTE CA,Stream,,18050002,58.4,sq mi,,,38.32324705000000,-122.4944258000000,24000,1,seconds,Interpolated from MAP.,NAD83,94.28,feet,.01,feet,Level or other surveyed method.,NGVD29,US,06,097,,,,,,,,,NWIS
